Date,Headline,Ticker,Content
2012-02-02 00:00:00 UTC,Why is AutoZone chasing your clunkers?,AAP,
2012-01-30 00:00:00 UTC,"UBS Upgrades Advance Auto Parts: Buy, $90 PT",AAP,
2012-01-30 00:00:00 UTC,"Pep Boys Goes Private, Accepts $791 Million Private Equity Offer",AAP,
2012-01-24 00:00:00 UTC,Advance Auto Parts Trading 0.3% Higher on Heavy Volume; Currently at $75.15,AAP,
2012-01-20 00:00:00 UTC,Hearing Cleveland Research Upgrading Advanced Auto Parts to Buy,AAP,
2012-01-03 00:00:00 UTC,UPDATE: Deutsche Bank Initiates Coverage on Advance Auto at Buy,AAP,
2012-01-03 00:00:00 UTC,Deutsche Bank Initiates Advance Auto Parts at Buy,AAP,
2011-12-04 00:00:00 UTC,Earnings Expectations for the Week of December 5,AAP,
2011-12-02 00:00:00 UTC,"Citigroup Meets with Advance Auto Parts CEO & CFO, Growth Expected",AAP,
2011-11-14 00:00:00 UTC,Highfields Capital Added Stake in Avis Budget Group; Lists Stake in Advance Auto Parts; No Holdings of Bank of America Common Stock,AAP,
2011-11-11 00:00:00 UTC,"ISI Raises Base case to $77, Ups Estimates for Advance Auto Parts",AAP,
2011-11-11 00:00:00 UTC,"UPDATE: JP Morgan Maintains Underweight, Raises PT to $66 on Advance Auto Parts",AAP,
2011-11-11 00:00:00 UTC,JP Morgan Raises PT on Advance Auto Parts to $66,AAP,
2011-11-10 00:00:00 UTC,"End-of-Day Market Summary for November 10, 2011",AAP,
2011-11-10 00:00:00 UTC,Advance Auto Parts Jumping After Strong Earnings,AAP,
2011-11-10 00:00:00 UTC,UPDATE: Oppenheimer Raises PT to $73 on Advance Auto Parts,AAP,
2011-11-10 00:00:00 UTC,ISI Group Maintains Buy Rating on Advance Auto Parts,AAP,
2011-11-10 00:00:00 UTC,Credit Suisse Downgrading Advance Auto Parts,AAP,
2011-11-10 00:00:00 UTC,Credit Suisse Downgrades Advance Auto Parts to Neutral,AAP,
2011-11-09 00:00:00 UTC,Advance Auto Parts Reports Q3 EPS $1.41 vs $1.17 Est; Revenues $1.46B vs $1.46B Est,AAP,
2011-11-09 00:00:00 UTC,Advance Auto Parts Earnings Preview,AAP,
2011-11-05 00:00:00 UTC,Earnings Expectations for the Week of November 7,AAP,
2011-09-27 00:00:00 UTC,Seven Retailers Trading Near 52-Week Highs,AAP,
2011-09-19 00:00:00 UTC,AutoZone and O'Reilly Automotive to Open Near 52-Week Highs,AAP,
2011-09-18 00:00:00 UTC,Earnings Expectations for the Week of September 19,AAP,
2011-09-13 00:00:00 UTC,Advance Auto Parts Elects Jim Wade to Board of Directors,AAP,
2011-08-15 00:00:00 UTC,Calls Purchased on Advance Auto Parts,AAP,
2011-08-11 00:00:00 UTC,J.P. Morgan Remains Underweight On AAP,AAP,
2011-08-11 00:00:00 UTC,Credit Suisse Upgrades Advance Auto Parts to Outperform,AAP,
2011-08-10 00:00:00 UTC,Advance Auto Parts Comp Sales Up 2.5%,AAP,
2011-08-10 00:00:00 UTC,Advance Auto Parts Reports Q2 EPS $1.46 vs $1.38 Est; Revenues $1.48B vs $1.50B Est,AAP,
2011-08-10 00:00:00 UTC,US Stock Futures Slightly Down; Gold Futures Surge,AAP,
2011-08-10 00:00:00 UTC,Earnings Scheduled For August 10,AAP,
2011-08-09 00:00:00 UTC,Advance Auto Parts Earnings Preview,AAP,
2011-08-07 00:00:00 UTC,Earnings Expectations for the Week of August 8,AAP,
2011-07-22 00:00:00 UTC,Goldman Sachs Updates on Car Parts,AAP,
2011-07-18 00:00:00 UTC,Advance Auto Parts Introduces Home Delivery Service,AAP,
2011-06-29 00:00:00 UTC,Monro Muffler Brake and O'Reilly Automotive to Open Near 52-Week Highs,AAP,
2011-06-16 00:00:00 UTC,Goldman Sachs Price Target Changes For 6/16,AAP,
2011-05-27 00:00:00 UTC,Advance Auto in New $750M Revolving Credit,AAP,
2011-05-26 00:00:00 UTC,Credit Suisse Reports on Advance Auto Parts,AAP,
2011-05-25 00:00:00 UTC,Citigroup Lowers PT On Advance Auto Parts To $65,AAP,
2011-05-23 00:00:00 UTC,Earnings Preview: AutoZone Still Running on All Cylinders,AAP,
2011-05-20 00:00:00 UTC,Goldman Sachs Lowers Price Target On Advance Auto Parts,AAP,
2011-05-20 00:00:00 UTC,Goldman Sachs Raises PT On Advance Auto Parts To $70,AAP,
2011-05-19 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2011-05-19 00:00:00 UTC,"CEOWORLD Most Popular Stocks ON 5/19/11- SPLS, PETM, AAP, LTD, JACK, DE, CTRN, WTM, WSM",AAP,
2011-05-18 00:00:00 UTC,Advanced Auto Parts Misses Estimates (AAP),AAP,
2011-05-18 00:00:00 UTC,Advance Auto Guides FY11 $4.60-4.80 vs $4.69 Estimate,AAP,
2011-05-18 00:00:00 UTC,Advance Auto Parts 1Q Comp Sales Up 1.4%,AAP,
2011-05-18 00:00:00 UTC,Advance Auto Parts Reports EPS of $1.35 vs. $1.37 Estimate; Revenues $1.9B vs. $1.92B Estimate (AAP),AAP,
2011-05-18 00:00:00 UTC,US Stock Futures Up After Strong Dell Earnings; Fed In Focus,AAP,
2011-05-18 00:00:00 UTC,"Earnings Scheduled For May 18 (BJ, DE, TGT, AAP, SPLS, ROST, JACK, LTD, CHS, ABMD, PETM, BRC, HOTT, ANF, ALKS, EV, NTES, CCM, SNPS)",AAP,
2011-05-17 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2011-05-16 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2011-05-11 00:00:00 UTC,Puts Purchased on Advance Auto Parts (AAP),AAP,
2011-05-10 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2011-04-13 00:00:00 UTC,"Options Brief: Advance Auto Parts, Inc. (AAP)",AAP,
2011-04-13 00:00:00 UTC,"Benzinga's Top Downgrades (AAP, LEDS, MT, RCRC)",AAP,
2011-04-13 00:00:00 UTC,"J.P. Morgan Downgrades Rating To Underweight, Lowers PT To $58 On AAP",AAP,
2011-04-13 00:00:00 UTC,"JP Morgan Downgrades Advance Auto Parts To Underweight, PT To $58",AAP,
2011-03-18 00:00:00 UTC,eBooks Experience Surge in Sales,AAP,
2011-02-16 00:00:00 UTC,"Trading O'Reilly Automotive Earnings (ORLY, AAP, AZO, PAG)",AAP,
2011-02-16 00:00:00 UTC,"Top Performing Industries For February 16 (SKY, PAG, CX, AAP)",AAP,
2011-02-09 00:00:00 UTC,Advance Auto Parts Reports Q4 EPS of $0.57 vs. $0.54,AAP,
2011-02-09 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2011-02-07 00:00:00 UTC,"Options Brief: Advance Auto Parts, Inc. (AAP)",AAP,
2011-01-11 00:00:00 UTC,"Goldman Adjusts Price Targets On AAP, CVS, GPC, ORLY, SPLS, & TSCO",AAP,
2011-01-10 00:00:00 UTC,Zacks #1 Rank Additions for Monday - Tale of the Tape,AAP,
2011-01-04 00:00:00 UTC,"Benzinga's Worst Performing Industries (PBY, AAP, ORLY, HL, MGN, TXI, EXP, MGH, SBUX)",AAP,
2010-12-06 00:00:00 UTC,Options Brief: Advance Auto Parts (AAP),AAP,
2010-11-27 00:00:00 UTC,Oracle/SAP Verdict: Weekly Tech Recap,AAP,
2010-11-19 00:00:00 UTC,Novatel Launches HSPA+ USB Modems - Analyst Blog,AAP,
2010-11-19 00:00:00 UTC,Earnings Scorecard: Advance Auto - Analyst Blog,AAP,
2010-11-12 00:00:00 UTC,"Zacks Analyst Blog Highlights: Tetra Tech, Arcadis NV, Shaw Group, URS and Advance Auto Parts - Press Releases",AAP,
2010-11-12 00:00:00 UTC,Advance Auto Parts Price Target Raised to $75,AAP,
2010-11-11 00:00:00 UTC,"Advance Auto Beats, Opens 43 Stores - Analyst Blog",AAP,
2010-11-11 00:00:00 UTC,"Top Performing Industries For November 11 (AAP, LIWA, PDM, GCI)",AAP,
2010-11-11 00:00:00 UTC,J.P. Morgan Neutral On Advance Auto Parts (AAP),AAP,
2010-11-10 00:00:00 UTC,Advance Auto Parts Up 3.6% After Hours On Earnings Beat (AAP),AAP,
2010-11-10 00:00:00 UTC,Advance Auto Parts Beats Estimates; Raises Guidance (AAP),AAP,
2010-11-10 00:00:00 UTC,Advance Auto Parts Reports Third Quarter EPS of $1.03,AAP,
2010-11-10 00:00:00 UTC,"Company News for November 10, 2010 - Corporate Summary",AAP,
2010-11-10 00:00:00 UTC,"Benzinga's Top Upgrades (AAP, GPRO, CUZ, TMO)",AAP,
2010-11-10 00:00:00 UTC,Oppenheimer & Co Upgrades AAP To Perform,AAP,
2010-11-10 00:00:00 UTC,"Earnings Scheduled For November 10 (M, CSCO, RL, CSC, AAP, CNQR, KLIC, RST, TTEK)",AAP,
2010-11-08 00:00:00 UTC,Advance Auto Parts Downgraded to Market Perform at FBR Capital,AAP,
2010-11-02 00:00:00 UTC,"Tuesday's Mid-day Options Volume Leaders (BAC, AAPL, C, LVS, POT)",AAP,
2010-10-25 00:00:00 UTC,Zacks #1 Rank Additions for Monday - Tale of the Tape,AAP,
2010-10-20 00:00:00 UTC,Zacks #1 Rank Additions for Wednesday - Tale of the Tape,AAP,
2010-10-04 00:00:00 UTC,Advance Auto Parts Downgraded To Hold,AAP,
2010-10-01 00:00:00 UTC,"Friday's Mid-day Options Volume Leaders (AAPL, C, NFLX, MSFT, HPQ)",AAP,
2010-09-16 00:00:00 UTC,"Goldman Sachs Retail Update (LULU, SPLS, WMT, COLM, AAP, UA)",AAP,
2010-08-23 00:00:00 UTC,Calls Purchased on Advanced Auto Parts (AAP),AAP,
2010-08-18 00:00:00 UTC,"Zacks Analyst Blog Highlights: Cardinal Health, Cumberland Pharmaceuticals, McKesson, AmerisourceBergen and Advance Auto Parts - Press Releases",AAP,
2010-08-17 00:00:00 UTC,Earnings Scorecard: Advance Auto Parts - Analyst Blog,AAP,
2010-08-17 00:00:00 UTC,Advance Auto Parts Outpaces Estimates - Analyst Blog,AAP,
2010-08-17 00:00:00 UTC,"Zacks Analyst Blog Highlights: Biovail, Valeant Pharma, DeVry, Advance Auto Parts and Halliburton Company - Press Releases",AAP,
2010-08-17 00:00:00 UTC,Zacks #1 Rank Additions for Monday - Tale of the Tape,AAP,
2010-08-13 00:00:00 UTC,"Benzinga’s Top Downgrades (EAT, AAP, STRA, EDMC)",AAP,
2010-08-12 00:00:00 UTC,"Advance Auto Parts Crushes Earnings, Goldman Sachs Raises Price Target (AAP)",AAP,
2010-08-12 00:00:00 UTC,"Top Performing Industries For August 12 (BUD, SVM, AAP, ANV)",AAP,
2010-08-12 00:00:00 UTC,"Company News for August 12, 2010 - Corporate Summary",AAP,
2010-08-11 00:00:00 UTC,Advance Auto Parts Reports Second Quarter Results,AAP,
2010-07-22 00:00:00 UTC,Advanced Auto Parts May Be Drawing New Private Equity Interest,AAP,
2010-06-21 00:00:00 UTC,5 Stock Strategies to Make Money in 2010,AAP,
2010-06-04 00:00:00 UTC,Puts Purchased on Advanced Auto Parts (AAP),AAP,
2010-05-28 00:00:00 UTC,BRIEF: Advanced Auto Parts Halted; News Pending,AAP,
2010-05-26 00:00:00 UTC,J.P. Morgan Calls Autoparts Sector A Safe Haven,AAP,
2010-05-21 00:00:00 UTC,Short-Term Calls Sold in AAP,AAP,
2010-05-20 00:00:00 UTC,Advance Auto Parts (AAP) Hits 52 Week High,AAP,
2010-05-20 00:00:00 UTC,"Top Performing Industries For May 20 (AAP, APOL, WSM, V)",AAP,
2010-05-20 00:00:00 UTC,Markets Should React Favorably On AAP’s Strong Q1 Results,AAP,
2010-05-20 00:00:00 UTC,Put Volume Grows in Advanced Auto Parts,AAP,
2010-05-18 00:00:00 UTC,Puts Sold in Advanced Auto Parts,AAP,
2010-05-17 00:00:00 UTC,Market Bounces Back 05-17-2010,AAP,
2010-04-15 00:00:00 UTC,"Benzinga’s Top Upgrades (AAP, PGR, UPS, BGFV, AMSC)",AAP,
2010-04-14 00:00:00 UTC,"Benzinga’s Top Upgrades (LLTC, TWI, BEBE, PLXT, AAP)",AAP,
2010-04-14 00:00:00 UTC,Advance Auto Parts And Protective Life Upgraded Today,AAP,
2010-04-05 00:00:00 UTC,The Retail ETF Is Banking On Positive Reports From Retailers This Week,AAP,
2010-03-29 00:00:00 UTC,The $64 Billion Physician Cartel Got a Free Ride,AAP,
2010-02-19 00:00:00 UTC,AAP Reports Weak Q4,AAP,
2010-02-19 00:00:00 UTC,"UBS Maintains Advance Auto Parts (AAP) Buy, Lowers Price Target",AAP,
2010-02-12 00:00:00 UTC,"Advance Auto Parts, Inc. (AAP) Rated An Underperform",AAP,
2010-01-25 00:00:00 UTC,"Auto Parts Retail Industry Update (ORLY, GPC, AZO, AAP)",AAP,
2010-01-12 00:00:00 UTC,AAP Lacks Near Term Catalysts,AAP,
2010-01-05 00:00:00 UTC,Advance Auto Parts – A Turnaround Candidate (AAP),AAP,
2009-08-13 00:00:00 UTC,"Pagemasters, the world leader in the editorial production of fully designed, ready-to-print news pages, teams up with The Canadian Press to serve North American newspapers",AAP,
2009-08-13 00:00:00 UTC,"Pagemasters, the world leader in the editorial production of fully designed, ready-to-print news pages, expands to serve U.S. newspapers",AAP,
2020-06-10 07:33:26 UTC,Tech Stocks And FAANGS Strong Again To Start Day As Market Awaits Fed,AAPL,
2020-06-10 04:14:08 UTC,10 Biggest Price Target Changes For Wednesday,AAPL,
2020-06-10 03:53:47 UTC,"Benzinga Pro's Top 5 Stocks To Watch For Wed., Jun. 10, 2020: AAPL, BAC, NIO, SONO, GLW",AAPL,
2020-06-10 03:19:25 UTC,"Deutsche Bank Maintains Buy on Apple, Raises Price Target to $350",AAPL,
2020-06-10 02:27:11 UTC,"Apple To Let Users Trade In Their Mac Computers For Credit At US, Canada Stores: Report",AAPL,
2020-06-09 20:52:01 UTC,Big Tech Reaches New Record Heights At The Stock Market,AAPL,
2020-06-09 11:14:07 UTC,Why Apple's Stock Is Trading Higher Today,AAPL,
2020-06-09 09:58:46 UTC,Apple Could Announce In-House Chips For Macs At WWDC: Report,AAPL,
2020-06-09 08:41:02 UTC,"Apple shares are trading higher despite market weakness, not currently seeing company-specific news. It was reported the company is expected to begin iPhone 12 production in July.",AAPL,
2020-06-09 07:11:34 UTC,"Sonos Shares Spike To Session High, Now Up 9.5%, As Citron's Andrew Left, Currently Interviewing On FOX Business, Said Co. Could Be Acquired By Apple Or Amazon",AAPL,
2020-06-02 00:00:00 UTC,'Apple is tracking iPhones stolen by looters' -Earlier NY Post Article,AAPL,
2020-06-02 00:00:00 UTC,MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition,AAPL,
2020-06-02 00:00:00 UTC,"Hearing Susquehanna Check Suggests Total iPhone 12 Builds Tracking To 10M, Below Firm's Expectation Of 25M; Unconfirmed",AAPL,
2020-06-02 00:00:00 UTC,Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case,AAPL,
2020-06-02 00:00:00 UTC,A Peek Into The Markets: US Stock Futures Up; Crude Oil Rises Over 2%,AAPL,
2020-06-02 00:00:00 UTC,"Pepper Spray, Books On Racism, 'I Can't Breathe' Merchandise Are Top Sellers On Amazon As Protests Rage",AAPL,
2020-06-01 00:00:00 UTC,Apple Cuts iPhone Prices in China To Push Sales As Country Reopens Economy,AAPL,
2020-06-01 00:00:00 UTC,"Gun, Security Stocks Trade Higher After Weekend Protests Turn Violent And Destructive",AAPL,
2020-06-01 00:00:00 UTC,Carter Worth And Mike Khouw's Apple Trade,AAPL,
2020-06-01 00:00:00 UTC,"Apple Pays Hacker From India $100,000 For Discovering Serious 'Sign In With Apple' Vulnerability",AAPL,
2020-06-01 00:00:00 UTC,Volume Production of New iPhone Models to Begin in Q3 2020,AAPL,
2020-06-01 00:00:00 UTC,"Apple CEO Writes To Employees About George Floyd Death, Urges For 'Better, More Just World For Everyone'",AAPL,
2020-05-31 00:00:00 UTC,"Amazon, Apple, Walmart, Other Retailers Shutter Stores, Scale Back Operations In Areas Worst Hit With Protests",AAPL,
2020-05-31 00:00:00 UTC,"Apple Says With Health and Safety of Its Teams in Mind, Decided to Keep Number of Its Stores in the U.S. Closed on Sunday",AAPL,
2020-05-29 00:00:00 UTC,"Costco Shares Come Under Pressure Despite Strong Earnings, Same-Store Sales",AAPL,
2020-05-28 00:00:00 UTC,Trump's Executive Order To Expose Social Media To Lawsuits Over Content Policies,AAPL,
2020-05-28 00:00:00 UTC,Costco Earnings On Tap After Close As Investors Mull Strong Toll Brothers Results,AAPL,
2020-05-28 00:00:00 UTC,Martin Scorsese's Next Movie Will Be Financed By Apple: Report,AAPL,
2020-05-28 00:00:00 UTC,"Tech Companies Aren't 'State Actors,' Judge Dismisses Conservative Bias Lawsuit Against Facebook, Twitter, Google, Apple",AAPL,
2020-05-27 00:00:00 UTC,Leidos Awarded $84.6M Payment from VirnetX Lawsuit vs Apple,AAPL,
2020-05-27 00:00:00 UTC,The Most Popular Smartphone Model Of Q1,AAPL,
2020-05-27 00:00:00 UTC,This New Tool Will Tell You Whether Or Not An Options Spread Is A Good Deal,AAPL,
2020-05-27 00:00:00 UTC,"B of A Securities Maintains Buy on Apple, Raises Price Target to $340",AAPL,
2020-05-27 00:00:00 UTC,3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory,AAPL,
2020-05-27 00:00:00 UTC,'LG reportedly supplying 20 million OLED panels for 'iPhone 12 Max'' -AppleInsider,AAPL,
2020-05-27 00:00:00 UTC,Same Old Leadership Song Lifts These Leveraged ETFs,AAPL,
2020-05-27 00:00:00 UTC,"Deutsche Bank Maintains Buy on Apple, Raises Price Target to $320",AAPL,
2020-05-27 00:00:00 UTC,YouTube Makes Its Dedicated Children App Available On Apple TV,AAPL,
2020-05-27 00:00:00 UTC,Samsung Display Secures Majority of Panel Orders for Next-gen iPhone,AAPL,
2020-05-26 00:00:00 UTC,Study: 34% Of Americans Report Looking Through Their Partner's Phone Without Permission,AAPL,
2020-05-26 00:00:00 UTC,Apple To Reopen ~100 More US Stores This Week,AAPL,
2020-05-26 00:00:00 UTC,"'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",AAPL,
2020-05-25 00:00:00 UTC,Apple Expected to Incorporate Ambient Light Sensors in Next-generation Airpods Devices,AAPL,
2020-05-22 00:00:00 UTC,The Secret to Tech's Resilience to COVID-19- Infrastructure Expansion,AAPL,
2020-05-21 00:00:00 UTC,"Apple Is Seeking An Executive To Lead Original Podcast Effort, Is Buying Original Podcasts That Would Be Exclusive; New Podcasts Will Help Promote TV+ Video Service",AAPL,
2020-05-21 00:00:00 UTC,Evercore ISI Analyst Amit DAryanani Says Apple Can Exceed $100 Billion In Services Revenue In The Fiscal Year Ending In September 2024,AAPL,
2020-05-21 00:00:00 UTC,Apple Vs. Tesla: Morgan Stanley Breaks Down The Parallels,AAPL,
2020-05-21 00:00:00 UTC,"As The Global Economy Weighs Fears Of A Recession, Travel Is Already In A Depression",AAPL,
2020-05-21 00:00:00 UTC,Hearing Evercore ISI Raises Price Target On Apple From $330 To $345,AAPL,
2020-05-20 00:00:00 UTC,Apple's Face ID Will Allow Mask Wearing Users To Unlock Their Phones Quickly,AAPL,
2020-05-20 00:00:00 UTC,'COVID-19 exposure notification settings begin to go live for iOS users with new update' -TechCrunch,AAPL,
2020-05-20 00:00:00 UTC,Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,AAPL,
2020-05-20 00:00:00 UTC,"A Peek Into The Markets: US Stock Futures Climb Ahead Of Earnings, Fed Minutes",AAPL,
2020-05-20 00:00:00 UTC,Why Sony Sold Streaming Rights For Tom Hanks Movie To Apple Instead Of Waiting Out The Pandemic,AAPL,
2020-05-20 00:00:00 UTC,Smartphone Sales Picking up in China,AAPL,
2020-05-20 00:00:00 UTC,"Apple Looking To Diversify Its Manufacturing Base, Will Make Headphones In Vietnam",AAPL,
2020-05-19 00:00:00 UTC,Telemedicine A COVID-19 Winner,AAPL,
2020-05-19 00:00:00 UTC,"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",AAPL,
2020-05-19 00:00:00 UTC,Sony To Convert Its Financial Subsidiary Into Wholly Owned Unit Through $3.7B Tender Offer,AAPL,
2020-05-19 00:00:00 UTC,"'Apple buys older shows for TV+, stepping up Netflix challenge' -Earlier SCMP Report",AAPL,
2020-05-18 00:00:00 UTC,"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today",AAPL,
2020-05-18 00:00:00 UTC,"More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",AAPL,
2020-05-17 00:00:00 UTC,"Barron's Picks And Pans: Cisco, Gilead, Netflix, Wayfair And More",AAPL,
2020-05-16 00:00:00 UTC,"Ubisoft Sues Apple, Google Over Alibaba's Rainbow Six ""Ripoff""",AAPL,
2020-05-15 00:00:00 UTC,13F From Buffett's Berkshire Shows Maintained Stake In Apple,AAPL,
2020-05-15 00:00:00 UTC,US To Block Shipments Of Semiconductors To Huawei: Report,AAPL,
2020-05-15 00:00:00 UTC,Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,AAPL,
2020-05-15 00:00:00 UTC,Apple shares are trading lower on reports the company is among those China could retaliate against after the US announced it will block chip shipments from Huawei.,AAPL,
2020-05-15 00:00:00 UTC,"China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei'",AAPL,
2020-05-15 00:00:00 UTC,A Peek Into The Markets: US Stock Futures Up Ahead Of Economic Reports,AAPL,
2020-05-15 00:00:00 UTC,Amazon To Manufacture Face Shields And Sell Them At Cost,AAPL,
2020-05-14 00:00:00 UTC,Taiwanese Apple Supplier TSMC To Build $12B US Chip Factory After Months Of Pressure From Trump Administration,AAPL,
2020-05-14 00:00:00 UTC,Apple Confirms Acquisition Of Virtual Reality Startup NextVR,AAPL,
2020-05-14 00:00:00 UTC,'Apple supplier TSMC is reportedly building an Arizona chip plant' -The Verge,AAPL,
2020-05-14 00:00:00 UTC,"'Apple's computerized glasses won't be ready until 2022 'at the earliest,' top analyst says' -CNBC Article",AAPL,
2020-05-14 00:00:00 UTC,The Mixed Sony Effect,AAPL,
2020-05-14 00:00:00 UTC,Report: FBI Seizes Sen. Richard Burr's Phone In Investigation Of Coronavirus Stock Sell-Off,AAPL,
2020-05-13 00:00:00 UTC,Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off,AAPL,
2020-05-13 00:00:00 UTC,"Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair'",AAPL,
2020-05-13 00:00:00 UTC,"Apple Encourages Chinese Tech Company To Rival Foxconn, Aims To Foster Competition",AAPL,
2020-05-12 00:00:00 UTC,Apple Plans for More Workers to Go Back to Offices Over Months,AAPL,
2020-05-12 00:00:00 UTC,"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",AAPL,
2020-05-12 00:00:00 UTC,"Caution Ahead: Biggest Blue-Chips Seek Change, Innovation Post-COVID-19",AAPL,
2020-05-12 00:00:00 UTC,"Analyst Polishes Apple Price Target On 'Teflon-Like' Services, iPhone 12 Outlook",AAPL,
2020-05-12 00:00:00 UTC,"Wedbush Maintains Outperform on Apple, Raises Price Target to $350",AAPL,
2020-05-12 00:00:00 UTC,Apple Unveils Update To Logic Pro,AAPL,
2020-05-12 00:00:00 UTC,Not Just Fun And Games: How Esports Could Offer Potential Investment Opportunities,AAPL,
2020-05-12 00:00:00 UTC,Disney Plans Another Bonds Offering With A Six-Part Deal,AAPL,
2020-05-11 00:00:00 UTC,Cruise Line Earnings Later This Week Could Provide Insight On Brutal Quarter For Industry,AAPL,
2020-05-11 00:00:00 UTC,"Trump, Intel, TSMC Plan US 'Self-Sufficiency' In Semiconductors As Coronavirus Gives Supply-Chain Scare",AAPL,
2020-05-09 00:00:00 UTC,"Barron's Picks And Pans: Boyd Gaming, Domino's Pizza, Exxon And More",AAPL,
2020-05-08 00:00:00 UTC,Apple Option Alert: May 15 $315 Calls Sweep (52) near the Ask: 354 @ $2.154 vs 6982 OI; Ref=$309.45,AAPL,
2020-05-08 00:00:00 UTC,"Apple To Give Masks To Customers Inside Retail Stores, Company To Let Customers Choose Product Pick Up Times Online",AAPL,
2020-05-08 00:00:00 UTC,"Apple Says Social-Distancing Guidelines Will Limit Number Of Customers In Stores, May Create Delays For Walk-In Customers",AAPL,
2020-05-08 00:00:00 UTC,"Apple To Reopen Small Number Of U.S. Stores In Idaho, South Carolina, Alabama And Alaska Starting Next Week; Says It Will Require Customers To Wear Masks, Undergo Temperature Checks Before Entering Stores",AAPL,
2020-05-08 00:00:00 UTC,Apple To Reopen Germany Retail Stores May 11,AAPL,
2020-05-08 00:00:00 UTC,"Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square",AAPL,
2020-05-08 00:00:00 UTC,Spotify CEO's Apple Barb Backfires As Sonos Points Out The 'Solid Irony',AAPL,
2020-05-06 00:00:00 UTC,"A Low-Cost, FAAMNG-Heavy ETF For May",AAPL,
2020-05-06 00:00:00 UTC,A Recap Of Social Media Earnings,AAPL,
2020-05-06 00:00:00 UTC,"GM, Disney, Beyond Meat Results In Focus, With GM And BYND Getting Early Lift",AAPL,
2020-05-06 00:00:00 UTC,'Microsoft is releasing its new AirPods rival after months of delays — and it's even cheaper than expected' -Recent Business Insider Article,AAPL,
2020-05-06 00:00:00 UTC,Apple Chassis Maker Catcher Said to be Considering Leaving China to Open Factories in SouthEast Asia,AAPL,
2020-05-05 00:00:00 UTC,What Apple's WWDC 2020 Invite Says About This Year's Virtual Presentation,AAPL,
2020-05-05 00:00:00 UTC,"Charles Schwab Launches Fractional Shares, The Ability To Gift Stock",AAPL,
2020-05-05 00:00:00 UTC,Apple to Host Virtual Worldwide Developers Conference Beginning June 22,AAPL,
2020-05-05 00:00:00 UTC,"Disney, Beyond Meat And Video Game Makers All Set To Report As Firm Tone Continues",AAPL,
2020-05-05 00:00:00 UTC,"Apple Capitalizes On Plunge In Yields, Issues Cheapest Bonds In Years",AAPL,
2020-05-05 00:00:00 UTC,Apple Files Final Pricing Term Sheet For Offering Of $2B 0.750% Notes Due 2023,AAPL,
2020-05-04 00:00:00 UTC,Apple And Google Say No To Location Tracking In Coronavirus Contact Tracing Apps,AAPL,
2020-05-04 00:00:00 UTC,'Apple raises more than $8 billion in bond offering' -Tweet From CNBC Now,AAPL,
2020-05-04 00:00:00 UTC,Apple Grows Smartphone Market Share Even As Overall Market Declines At Record Pace,AAPL,
2020-05-04 00:00:00 UTC,"Hearing Apple To Reopen Stores Starting Friday, Region Not Specified",AAPL,
2020-05-04 00:00:00 UTC,"GM, Disney In Focus Along With Friday's Payrolls Data As Stocks Appear Shaky To Start New Week",AAPL,
2020-05-04 00:00:00 UTC,"Apple Announces Updated MacBook Pro Offering 10th Generation Processor For Up To 80% Faster Graphics Performance; Starting At $1,299 And $1,199 For Education",AAPL,
2020-05-04 00:00:00 UTC,Apple Inc Files Prospectus Supplement Related To A Potential Four-Part Notes Offering,AAPL,
2020-05-02 00:00:00 UTC,Tim Cook On Warren Buffett: 'I Don't Think There's A Better Teacher',AAPL,
2020-05-01 00:00:00 UTC,"Amazon, Exxon Mobil Earnings Weigh On Market To Start New Month As Caution Steers The Wheel",AAPL,
2020-05-01 00:00:00 UTC,VirnetX Shares Dip; Hearing Judge Has Ordered Retrial Regarding Damages In VirnetX vs Apple VPN On Demand Lawsuit,AAPL,
2020-05-01 00:00:00 UTC,"Apple Shows Signs Of Recovery From Coronavirus, Doesn't Shake Bulls With Lack Of Guidance",AAPL,
